name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
FJ-14B web plate.008,09 Bracing and connections,Galvanised connectors,12.233,4.8964,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.009,09 Bracing and connections,Galvanised connectors,12.233,5.4121,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 3.001,04 First floor joists,Galvanised connectors,12.317,5.1543,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.010,09 Bracing and connections,Galvanised connectors,12.317,4.8964,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.011,09 Bracing and connections,Galvanised connectors,12.317,5.4121,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 4,04 First floor joists,Galvanised connectors,12.233,5.75,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.012,09 Bracing and connections,Galvanised connectors,12.233,5.4921,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.013,09 Bracing and connections,Galvanised connectors,12.233,6.0079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 4.001,04 First floor joists,Galvanised connectors,12.317,5.75,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.014,09 Bracing and connections,Galvanised connectors,12.317,5.4921,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.015,09 Bracing and connections,Galvanised connectors,12.317,6.0079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 5,04 First floor joists,Galvanised connectors,12.233,6.3457,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.016,09 Bracing and connections,Galvanised connectors,12.233,6.0879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.017,09 Bracing and connections,Galvanised connectors,12.233,6.6036,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 5.001,04 First floor joists,Galvanised connectors,12.317,6.3457,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.018,09 Bracing and connections,Galvanised connectors,12.317,6.0879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.019,09 Bracing and connections,Galvanised connectors,12.317,6.6036,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 6,04 First floor joists,Galvanised connectors,12.233,6.9414,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.020,09 Bracing and connections,Galvanised connectors,12.233,6.6836,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.021,09 Bracing and connections,Galvanised connectors,12.233,7.1993,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 6.001,04 First floor joists,Galvanised connectors,12.317,6.9414,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.022,09 Bracing and connections,Galvanised connectors,12.317,6.6836,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.023,09 Bracing and connections,Galvanised connectors,12.317,7.1993,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 7,04 First floor joists,Galvanised connectors,12.233,7.5371,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.024,09 Bracing and connections,Galvanised connectors,12.233,7.2793,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.025,09 Bracing and connections,Galvanised connectors,12.233,7.795,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 7.001,04 First floor joists,Galvanised connectors,12.317,7.5371,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.026,09 Bracing and connections,Galvanised connectors,12.317,7.2793,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.027,09 Bracing and connections,Galvanised connectors,12.317,7.795,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A bottom chord,04 First floor joists,MGP10 pine,12.725,1.9775,2.7625,90.0,45.0,3865.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15A top chord,04 First floor joists,MGP10 pine,12.725,1.9775,3.1175,90.0,45.0,3865.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15A timber end block,04 First floor joists,MGP10 pine,12.725,0.0675,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15A timber end block.001,04 First floor joists,MGP10 pine,12.725,3.8875,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15A metal web 1,04 First floor joists,Galvanised connectors,12.683,0.3211,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate,09 Bracing and connections,Galvanised connectors,12.683,0.085,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.001,09 Bracing and connections,Galvanised connectors,12.683,0.5571,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 1.001,04 First floor joists,Galvanised connectors,12.767,0.3211,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.002,09 Bracing and connections,Galvanised connectors,12.767,0.085,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.003,09 Bracing and connections,Galvanised connectors,12.767,0.5571,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 2,04 First floor joists,Galvanised connectors,12.683,0.8732,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.004,09 Bracing and connections,Galvanised connectors,12.683,0.6371,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.005,09 Bracing and connections,Galvanised connectors,12.683,1.1093,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 2.001,04 First floor joists,Galvanised connectors,12.767,0.8732,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.006,09 Bracing and connections,Galvanised connectors,12.767,0.6371,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.007,09 Bracing and connections,Galvanised connectors,12.767,1.1093,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 3,04 First floor joists,Galvanised connectors,12.683,1.4254,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.008,09 Bracing and connections,Galvanised connectors,12.683,1.1893,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.009,09 Bracing and connections,Galvanised connectors,12.683,1.6614,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 3.001,04 First floor joists,Galvanised connectors,12.767,1.4254,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.010,09 Bracing and connections,Galvanised connectors,12.767,1.1893,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.011,09 Bracing and connections,Galvanised connectors,12.767,1.6614,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 4,04 First floor joists,Galvanised connectors,12.683,1.9775,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.012,09 Bracing and connections,Galvanised connectors,12.683,1.7414,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.013,09 Bracing and connections,Galvanised connectors,12.683,2.2136,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 4.001,04 First floor joists,Galvanised connectors,12.767,1.9775,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.014,09 Bracing and connections,Galvanised connectors,12.767,1.7414,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.015,09 Bracing and connections,Galvanised connectors,12.767,2.2136,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 5,04 First floor joists,Galvanised connectors,12.683,2.5296,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.016,09 Bracing and connections,Galvanised connectors,12.683,2.2936,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.017,09 Bracing and connections,Galvanised connectors,12.683,2.7657,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 5.001,04 First floor joists,Galvanised connectors,12.767,2.5296,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.018,09 Bracing and connections,Galvanised connectors,12.767,2.2936,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.019,09 Bracing and connections,Galvanised connectors,12.767,2.7657,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 6,04 First floor joists,Galvanised connectors,12.683,3.0818,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.020,09 Bracing and connections,Galvanised connectors,12.683,2.8457,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.021,09 Bracing and connections,Galvanised connectors,12.683,3.3179,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 6.001,04 First floor joists,Galvanised connectors,12.767,3.0818,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.022,09 Bracing and connections,Galvanised connectors,12.767,2.8457,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.023,09 Bracing and connections,Galvanised connectors,12.767,3.3179,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 7,04 First floor joists,Galvanised connectors,12.683,3.6339,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.024,09 Bracing and connections,Galvanised connectors,12.683,3.3979,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.025,09 Bracing and connections,Galvanised connectors,12.683,3.87,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A metal web 7.001,04 First floor joists,Galvanised connectors,12.767,3.6339,2.94,12.0,26.0,557.3,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-15A web plate.026,09 Bracing and connections,Galvanised connectors,12.767,3.3979,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15A web plate.027,09 Bracing and connections,Galvanised connectors,12.767,3.87,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-15B bottom chord,04 First floor joists,MGP10 pine,12.725,5.8725,2.7625,90.0,45.0,3925.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15B top chord,04 First floor joists,MGP10 pine,12.725,5.8725,3.1175,90.0,45.0,3925.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15B timber end block,04 First floor joists,MGP10 pine,12.725,3.9325,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15B timber end block.001,04 First floor joists,MGP10 pine,12.725,7.8125,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-15B metal web 1,04 First floor joists,Galvanised connectors,12.683,4.1904,2.94,12.0,26.0,564.5,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
